docname,from,to,pre,keyword,post,pattern
text9,38,38,Materialtechnologie und der,Nachhaltigkeit,Bauwesen ihr erlerntes,nachhaltig*
text19,74,74,Voraussetzungen für einen,nachhaltigen,Betrieb des neu,nachhaltig*
text36,141,141,Basis Grundwissen über,Nachhaltigkeit,Komfort und Energiebedarf,nachhaltig*
text40,104,104,Grundwissen Gebäudehülle Energie,Nachhaltigkeit,Vertiefte Grundkenntnisse den,nachhaltig*
text42,103,103,Grundwissen Gebäudehülle Energie,Nachhaltigkeit,Vertiefte Grundkenntnisse den,nachhaltig*
text44,419,419,Tragwerk Ökonomie und,Nachhaltigkeit,wird eine enge,nachhaltig*
text46,319,319,Sinne von echter,Nachhaltigkeit,und Energieeffizienz Der,nachhaltig*
text47,319,319,Sinne von echter,Nachhaltigkeit,und Energieeffizienz Der,nachhaltig*
text66,45,45,Haustechnik Energieeffizienz und,Nachhaltigkeit,erläutern Energieerzeugung und,nachhaltig*
text105,124,124,: Grundwissen über,Nachhaltigkeit,und Energiebedarf Vorschriften,nachhaltig*
text139,62,62,Auskünfte über das,Essen,geben und erfragen,essen
text165,102,102,Kellerräume Eco Bau,Nachhaltigkeit,Holzbau Lehmbau Schallquellen,nachhaltig*
text237,75,75,Verkehr und Umwelt,Nachhaltigkeit,Konflikte und Dilemmata,nachhaltig*
text464,5,5,Freifach Grundlagen der,Nachhaltigen,Entwicklung Diese Information,nachhaltig*
text464,18,18,Freifach Grundlagen der,Nachhaltigen,Entwicklun gHinwe isFür,nachhaltig*
text569,82,82,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text572,81,81,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text575,75,75,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text575,176,176,stellen Überlegungen zur,Nachhaltigkeit,von Projekten der,nachhaltig*
text581,78,78,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text596,97,97,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text619,111,111,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text628,126,126,Verfügung stehende Ressourcen,nachhaltig,und zeigen durch,nachhaltig*
text628,213,213,stellen Überlegungen zur,Nachhaltigkeit,von Projekten der,nachhaltig*
text909,118,118,die Entwicklung und,Nachhaltigkeit,von Koalitionen Kooperationen,nachhaltig*
text933,305,305,Ergebnissen und Erkenntnissen,Nachhaltigkeit,Multiplikation und Verankerung,nachhaltig*
text980,277,277,postpartalen Phase Kindesrecht,Ernährung,der Wöchnerin Geschichte,*ernährung
text980,289,289,Anpassungsprozesse Überwachungsparameter Entwicklungspsychologie,Ernährung,Pflege Prophylaxen und,*ernährung
text989,353,353,und Grundlagen gesunder,Ernährung,und adäquater Bewegung,*ernährung
text989,826,826,Handgriffe Bedeutung von,Ernährung,und Bewegung der,*ernährung
text989,1115,1115,der Muttermilch Stillrichtlinien,Ernährung,der postpartalen Phase,*ernährung
text1004,841,841,der postpartalen Phase,Ernährung,des Kindes Stillen,*ernährung
text1007,672,672,der Laktation Brustbeobachtung,Ernährung,des Kindes Regulation,*ernährung
text1038,474,474,Legen einer Magensonde,Ernährung,Lagerungstechniken führen das,*ernährung
text1038,589,589,und überwachen Lagerungstechniken,Sondenernährung,Magensonde legen Beratungsgespräche,*ernährung
text1266,423,423,der Lage bei,akut,auftretenden Krisen angemessene,akut
text1292,155,155,Körperpflege Unterstützung beim,Essen,Verabreichung von Medikamenten,essen
text1292,205,205,Grundlagen einer gesunden,Ernährung,bei Erwachsenen alten,*ernährung
text1292,261,261,die Grundlagen der,Diabetesernährung,und der Ernährungstherapie,*ernährung
text1292,324,324,Körperpflege Unterstützung beim,Essen,Medikamente verabreichen Injektionen,essen
text1292,340,340,Wickel und Auflagen,Ernährung,Grundlagen bei Erwachsenen,*ernährung
text1313,266,266,Medikamenten Unterstützung beim,Essen,Injektionstechniken Blutentnahmen Mobilisation,essen
text1313,322,322,Grundlagen einer gesunden,Ernährung,können Zusammenhänge von,*ernährung
text1313,344,344,und Verhinderung von,Mangelernährung,aufzeigen kennen Möglichkeiten,*ernährung
text1313,497,497,Kälte Anwendungen Wickel,Ernährung,und pflegerische Unterstützung,*ernährung
text1313,503,503,Unterstützung Prinzipien gesunder,Ernährung,Mangelernährung Lebensmittelunverträglichkeiten Diätethik,*ernährung
text1313,504,504,Prinzipien gesunder Ernährung,Mangelernährung,Lebensmittelunverträglichkeiten Diätethik Zusammenhang,*ernährung
text1319,177,177,Drainagesysteme Wundmanagement parenteraler,Ernährung,Magensonden und Sondenernährung,*ernährung
text1319,180,180,Ernährung Magensonden und,Sondenernährung,Transfusionsmedizin sowie den,*ernährung
text1319,210,210,Venendruck Wundmanagement Parenterale,Ernährung,Magensonde Ernährung über,*ernährung
text1319,212,212,Parenterale Ernährung Magensonde,Ernährung,über Gastrostomiesonde Leistungsnachweis,*ernährung
text1322,2,2,Modul,Akut,somatische Pflege Diese,akut
text1322,12,12,", Bezeichnung :",Akut,somatische Pfleg eLeitu,akut
text1322,234,234,", Kurs :",Akut,somatische Pf legeNr,akut
text1322,241,241,", Bezeichnung :",Akut,somatische P flegeH,akut
text1323,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1323,14,14,", Bezeichnung :",Akut,somatische Pfleg eHinwe,akut
text1324,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1324,14,14,", Bezeichnung :",Akut,somatische Pfleg eHinwe,akut
text1324,39,39,", Bezeichnung :",Akut,somatische Pflege,akut
text1325,147,147,Assessments den Bereichen,Akut,Langzeit häuslicher und,akut
text1325,206,206,Erheben von Assessments,Akut,Langzeit häusliche und,akut
text1375,2,2,Modul,Akut,somatische Pflege Diese,akut
text1375,12,12,", Bezeichnung :",Akut,somatische Pflege Leitung,akut
text1375,416,416,", Kurs :",Akut,"somatische Pflege ,",akut
text1375,422,422,", Bezeichnung :",Akut,somatische Pflege Hinw,akut
text1376,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1376,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1377,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1377,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1377,39,39,", Bezeichnung :",Akut,somatische Pflege I,akut
text1378,2,2,Modul,Akut,somatische Pflege Diese,akut
text1378,12,12,", Bezeichnung :",Akut,somatische Pflege Leitung,akut
text1378,367,367,", Kurs :",Akut,"somatische Pflege ,",akut
text1378,373,373,", Bezeichnung :",Akut,somatische Pflege Hinw,akut
text1379,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1379,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1380,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1380,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1380,39,39,", Bezeichnung :",Akut,somatische Pflege,akut
text1399,372,372,Dyspnoe Schmerz Fatigue,Ernährung,gastrointestinale Symptome Palliative,*ernährung
text1415,376,376,Häufige Pflegediagnosen Alter,Mangelernährung,Flüssigkeitsdefizit akute Verwirrtheit,*ernährung
text1421,5,5,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1421,18,18,Pflege von Menschen,akut,kritischen Situatione nLeitu,akut
text1421,283,283,kennen Pflegeschwerpunkte der,akut,somatischen Pflege führen,akut
text1421,331,331,Bezug auf Medikation,akut,kritischen Situationen erlangen,akut
text1421,425,425,Pflege von Menschen,akut,kritischen Situat ionenNr,akut
text1421,435,435,Pflege von Menschen,akut,kritischen Situa tionen,akut
text1422,7,7,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1422,20,20,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1423,7,7,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1423,20,20,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1423,48,48,Pflege von Menschen,akut,kritischen Situationen,akut
text1434,204,204,Pflegeintervention Klinisches Assessment,Akut,somatische Pflege Akut,akut
text1434,207,207,Akut somatische Pflege,Akut,somatische Pflege Pflegetechniken,akut
text1467,372,372,Dyspnoe Delir Fatigue,Ernährung,Hydratation gastrointestinale Symptome,*ernährung
text1514,2,2,Modul,Ernährung,Diese Information wurde,*ernährung
text1515,4,4,", Kurs :",Ernährung,Diese Information wurde,*ernährung
text1516,4,4,", Kurs :",Ernährung,Diese Information wurde,*ernährung
text1516,35,35,", Bezeichnung :",Ernährung,,*ernährung
text1517,2,2,Modul,Ernährung,Diese Information wurde,*ernährung
text1518,4,4,", Kurs :",Ernährung,Diese Information wurde,*ernährung
text1519,4,4,", Kurs :",Ernährung,Diese Information wurde,*ernährung
text1519,35,35,", Bezeichnung :",Ernährung,,*ernährung
text1588,2,2,Modul,Akut,somatische Pflege Diese,akut
text1588,12,12,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1588,27,27,", Kurs :",Akut,"somatische Pflege ,",akut
text1588,33,33,", Bezeichnung :",Akut,somatische Pflege Hinwei,akut
text1589,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1589,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1589,39,39,", Bezeichnung :",Akut,somatische Pflege I,akut
text1590,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1590,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1590,39,39,", Bezeichnung :",Akut,somatische Pflege I,akut
text1591,2,2,Modul,Akut,somatische Pflege Diese,akut
text1591,12,12,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1591,27,27,", Kurs :",Akut,"somatische Pflege ,",akut
text1591,33,33,", Bezeichnung :",Akut,somatische Pflege Hinwei,akut
text1591,48,48,", Kurs :",Akut,"somatische Pflege ,",akut
text1591,54,54,", Bezeichnung :",Akut,somatische Pflege Hinwe,akut
text1592,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1592,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1593,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1593,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1593,39,39,", Bezeichnung :",Akut,somatische Pflege I,akut
text1594,2,2,Modul,Akut,somatische Pflege Diese,akut
text1594,12,12,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1594,27,27,", Kurs :",Akut,"somatische Pflege ,",akut
text1594,33,33,", Bezeichnung :",Akut,somatische Pflege Hinwei,akut
text1595,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1595,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1596,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1596,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1596,39,39,", Bezeichnung :",Akut,somatische Pflege,akut
text1597,2,2,Modul,Akut,somatische Pflege Diese,akut
text1597,12,12,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1597,27,27,", Kurs :",Akut,"somatische Pflege ,",akut
text1597,33,33,", Bezeichnung :",Akut,somatische Pflege Hinwei,akut
text1598,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1598,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1599,4,4,", Kurs :",Akut,somatische Pflege Diese,akut
text1599,14,14,", Bezeichnung :",Akut,somatische Pflege Hinweis,akut
text1599,39,39,", Bezeichnung :",Akut,somatische Pflege,akut
text1649,5,5,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1649,18,18,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1649,36,36,Pflege von Menschen,akut,kritischen Situatio nenNr,akut
text1649,46,46,Pflege von Menschen,akut,kritischen Situati onenHi,akut
text1650,7,7,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1650,20,20,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1651,7,7,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1651,20,20,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1651,48,48,Pflege von Menschen,akut,kritischen Situationen,akut
text1652,5,5,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1652,18,18,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1652,36,36,Pflege von Menschen,akut,kritischen Situatio nenNr,akut
text1652,46,46,Pflege von Menschen,akut,kritischen Situati onenHi,akut
text1653,7,7,Pflege von Menschen,akut,kritischen Situationen Diese,akut
text1653,20,20,Pflege von Menschen,akut,kritischen Situatione nHinwe,akut
text1653,48,48,Pflege von Menschen,akut,kritischen Situationen,akut
text1713,584,584,Gefässe Blut Kreislauf,Essen,Verdauung Stoffwechsel Immunsystem,essen
text1733,547,547,Blut und Kreislauf,Essen,und Verdauung Stoffwechsel,essen
text1816,90,90,Ziele Schlaganfall der,Akut,und Subakutphase Die,akut
text1855,89,89,Ziele Schlaganfall der,Akut,und Subakutphase Die,akut
text2178,480,480,Unternehmen Sie leiten,nachhaltige,und wirkungsvolle Vorhaben,nachhaltig*
text2184,380,380,Unternehmen Sie leiten,nachhaltige,und wirkungsvolle Vorhaben,nachhaltig*
text2227,376,376,Ebene ein welche,nachhaltig,die pflegerische Grundversorgung,nachhaltig*
text2230,367,367,Ebene ein welche,nachhaltig,die pflegerische Grundversorgung,nachhaltig*
text2265,144,144,unter Berücksichtigung der,Nachhaltigkeit,erarbeiten Herausforderungen bei,nachhaltig*
text2268,144,144,unter Berücksichtigung der,Nachhaltigkeit,erarbeiten Herausforderungen bei,nachhaltig*
text2549,314,314,: Learning contents,Sporternährung,Sportpsychologie Sport Jugendalter,*ernährung
text2934,547,547,auch politische Diskurse,Nachhaltigkeit,Energiewende und Umwelt,nachhaltig*
text3152,512,512,auch politische Diskurse,Nachhaltigkeit,Energiewende und Umwelt,nachhaltig*
text3164,101,101,allgemeinen Begriffsvorstellung die,Vielfalt,unterschiedlicher Energiearten und,*vielfalt
text3165,76,76,allgemeinen Begriffsvorstellung die,Vielfalt,unterschiedlicher Energiearten und,*vielfalt
text3167,365,365,Marketing digitalen Umfeld,Nachhaltigkeitsmarketing,Lehrform Vorlesung erwartende,nachhaltig*
text3168,199,199,Marketing digitalen Umfeld,Nachhaltigkeitsmarketing,Lehrform Vorlesung erwartende,nachhaltig*
text3741,122,122,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text3748,122,122,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text3754,122,122,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text3761,122,122,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text3836,128,128,und was die,Vielfalt,menschlicher Kulturen ausmacht,*vielfalt
text3836,199,199,worin gründet die,Vielfalt,der Kulturen kulturanthropologischer,*vielfalt
text4177,86,86,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text4178,86,86,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text4179,86,86,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text4180,86,86,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text4181,86,86,Lebensmittel benennen über,Ernährung,und Mahlzeiten sprechen,*ernährung
text4277,96,96,die Bedeutung des,nachhaltigen,Wirtschaftens Gesellschaft Natur,nachhaltig*
text4278,70,70,die Bedeutung des,nachhaltigen,Wirtschaftens Gesellschaft Natur,nachhaltig*
text4484,286,286,zentral sie das,nachhaltige,Verstehen der Materie,nachhaltig*
text4490,1109,1109,zentral sie das,nachhaltige,Verstehen der Materie,nachhaltig*
text5488,5,5,Mensch Pflanze und,Ernährung,Diese Information wurde,*ernährung
text5489,2,2,Modul,Nachhaltige,Pflanzennutzungssysteme Diese Information,nachhaltig*
text5489,13,13,", Bezeichnung :",Nachhaltige,Pflanzennutzungssyste meHinw eisFür,nachhaltig*
text5503,220,220,Umwelt den Themenfeldern,Landwirtschaft,biologische Schädlingskontrolle und,landwirtschaft*
text5503,291,291,biotechnologische Produktionsschritte Biologische,Landwirtschaft,Impfkulturen für gezielte,landwirtschaft*
text5504,90,90,Umwelt den Themenfeldern,Landwirtschaft,biologische Schädlingskontrolle und,landwirtschaft*
text5504,161,161,biotechnologische Produktionsschritte Biologische,Landwirtschaft,Impfkulturen für gezielte,landwirtschaft*
text5511,603,603,Zelle Wachstum und,Ernährung,von Mikroorganismen Viren,*ernährung
text5520,154,154,und Energieflussanalysen Biogastechnologien,Landwirtschaft,Industrie Grüngut Biogasaufbereitung,landwirtschaft*
text5578,200,200,Zelle Wachstum und,Ernährung,von Mikroorganismen Viren,*ernährung
text5592,83,83,steht nicht die,Vielfalt,der Phänomene sondern,*vielfalt
text5596,1408,1408,dem Begriff der,Nachhaltigkeit,und dem Denken,nachhaltig*
text5596,1515,1515,identifizieren mit denen,nachhaltig,Biogas produziert werden,nachhaltig*
text5631,89,89,dem Begriff der,Nachhaltigkeit,und dem Denken,nachhaltig*
text5631,196,196,identifizieren mit denen,nachhaltig,Biogas produziert werden,nachhaltig*
text5642,498,498,steht nicht die,Vielfalt,der Phänomene sondern,*vielfalt
text5643,1219,1219,dem Begriff der,Nachhaltigkeit,und dem Denken,nachhaltig*
text5643,1326,1326,identifizieren mit denen,nachhaltig,Biogas produziert werden,nachhaltig*
text5643,1356,1356,: Vorlesung Theorie,Nachhaltigkeit,globale Kreisläufe Kohlenstoff,nachhaltig*
text5644,1328,1328,dem Begriff der,Nachhaltigkeit,und dem Denken,nachhaltig*
text5644,1428,1428,identifizieren mit denen,nachhaltig,Biogas produziert werden,nachhaltig*
text5644,1477,1477,Atmosphäre und Energie,Nachhaltigkeit,globale Kreisläufe Kohlenstoff,nachhaltig*
text5648,126,126,Umwelt den Themenfeldern,Landwirtschaft,biologische Schädlingskontrolle und,landwirtschaft*
text5648,192,192,biotechnologische Produktionsschritte Biologische,Landwirtschaft,Impfkulturen für gezielte,landwirtschaft*
text5649,126,126,Umwelt den Themenfeldern,Landwirtschaft,biologische Schädlingskontrolle und,landwirtschaft*
text5649,192,192,biotechnologische Produktionsschritte Biologische,Landwirtschaft,Impfkulturen für gezielte,landwirtschaft*
text5650,74,74,dem Begriff der,Nachhaltigkeit,und dem Denken,nachhaltig*
text5650,174,174,identifizieren mit denen,nachhaltig,Biogas produziert werden,nachhaltig*
text5650,223,223,Atmosphäre und Energie,Nachhaltigkeit,globale Kreisläufe Kohlenstoff,nachhaltig*
text5652,78,78,dem Begriff der,Nachhaltigkeit,und dem Denken,nachhaltig*
text5652,185,185,identifizieren mit denen,nachhaltig,Biogas produziert werden,nachhaltig*
text5652,215,215,: Vorlesung Theorie,Nachhaltigkeit,globale Kreisläufe Kohlenstoff,nachhaltig*
text5662,298,298,kosmetischen Industrie inkl,Nachhaltigkeitsaspekte,Rahmen des geleiteten,nachhaltig*
text5663,154,154,kosmetischen Industrie inkl,Nachhaltigkeitsaspekte,Rahmen des geleiteten,nachhaltig*
text5664,321,321,Innovationen wie Naturkosmetik,Nachhaltigkeit,Mikroalgen Cosmeceuticals Unterrichtssprache,nachhaltig*
text5665,175,175,Innovationen wie Naturkosmetik,Nachhaltigkeit,Mikroalgen Cosmeceuticals Unterrichtssprache,nachhaltig*
text5666,274,274,und Energieflussanalysen Biogastechnologien,Landwirtschaft,Industrie Grüngut Biogasaufbereitung,landwirtschaft*
text5667,1143,1143,Umwelt den Themenfeldern,Landwirtschaft,biologische Schädlingskontrolle und,landwirtschaft*
text5667,1209,1209,biotechnologische Produktionsschritte Biologische,Landwirtschaft,Impfkulturen für gezielte,landwirtschaft*
text5668,1144,1144,Umwelt den Themenfeldern,Landwirtschaft,biologische Schädlingskontrolle und,landwirtschaft*
text5668,1210,1210,biotechnologische Produktionsschritte Biologische,Landwirtschaft,Impfkulturen für gezielte,landwirtschaft*
text5741,477,477,stehen nicht die,Vielfalt,der Phänomene sondern,*vielfalt
text5742,215,215,Überblick über die,Vielfalt,pro und eukaryotischer,*vielfalt
text5742,259,259,Mehrzeller Stammbaum und,Vielfalt,der Lebewesen Prokaryoten,*vielfalt
text5742,265,265,Prokaryoten Bau und,Vielfalt,der Prokaryoten Stoffwechselaktivitäten,*vielfalt
text5742,280,280,Schleimpilze und Pilze,Vielfalt,Lebensweise und biotechnologische,*vielfalt
text5742,731,731,Raghunath erreichende Kompetenzen,Vielfalt,und Eigenschaften eukaryontischer,*vielfalt
text5747,546,546,Einblick in die,Stoffwechselvielfalt,der Prokaryoten insbesondere,*vielfalt
text5747,589,589,Klassifizierung und Identifikation,Vielfalt,der Archaeen Stoffwechselaktivitäten,*vielfalt
text5755,385,385,Bemerkungen Für einen,nachhaltigen,Lernprozess ist Präsenz,nachhaltig*
text5763,104,104,Überblick über die,Vielfalt,pro und eukaryotischer,*vielfalt
text5763,148,148,Mehrzeller Stammbaum und,Vielfalt,der Lebewesen Prokaryoten,*vielfalt
text5763,154,154,Prokaryoten Bau und,Vielfalt,der Prokaryoten Stoffwechselaktivitäten,*vielfalt
text5763,169,169,Schleimpilze und Pilze,Vielfalt,Lebensweise und biotechnologische,*vielfalt
text5764,115,115,Einblick in die,Stoffwechselvielfalt,der Prokaryoten insbesondere,*vielfalt
text5764,158,158,Klassifizierung und Identifikation,Vielfalt,der Archaeen Stoffwechselaktivitäten,*vielfalt
text5781,81,81,stehen nicht die,Vielfalt,der Phänomene sondern,*vielfalt
text5797,176,176,Aspekte wie Wachstum,Ernährung,Metabolismus und antimikrobielle,*ernährung
text5798,292,292,Aspekte wie Wachstum,Ernährung,Metabolismus und antimikrobielle,*ernährung
text5820,64,64,Raghunath erreichende Kompetenzen,Vielfalt,und Eigenschaften eukaryontischer,*vielfalt
text5893,445,445,Baustoffe Verständnis und,Nachhaltigkeit,Mathematik Planung Bau,nachhaltig*
text5894,335,335,Baustoffe Verständnis und,Nachhaltigkeit,Mathematik Planung Bau,nachhaltig*
text5909,394,394,die Betriebsphase basierte,Nachhaltigkeitsoptimierung,zertifizierung capturing reality,nachhaltig*
text5910,285,285,die Betriebsphase basierte,Nachhaltigkeitsoptimierung,zertifizierung capturing reality,nachhaltig*
text5932,6,6,Management Mensch und,Nachhaltigkeit,Diese Information wurde,nachhaltig*
text5932,18,18,Management Mensch und,Nachhaltigkei,tLeitu ngAnja Fuchs,nachhaltig*
text5932,57,57,Management Verständnis und,Nachhaltigkeit,Werk und Baustoffe,nachhaltig*
text5932,129,129,Management Verständnis und,Nachhaltigk,"eitNr , Bezeichnung",nachhaltig*
text5932,138,138,Management Verständnis und,Nachhaltig,keitLe itungIrene Arnold,nachhaltig*
text5932,216,216,die Bedeutung von,Nachhaltigkeit,Konzepte Modelle Strategien,nachhaltig*
text5932,234,234,Beitrag des globalen,Nachhaltigkeitskontext,verstehen können verschiedene,nachhaltig*
text5932,309,309,und politischen Wandel,Nachhaltigkeitskontext,Leitbild Nachhaltige Entwicklung,nachhaltig*
text5932,311,311,Wandel Nachhaltigkeitskontext Leitbild,Nachhaltige,Entwicklung Strategien zur,nachhaltig*
text5932,315,315,Entwicklung Strategien zur,nachhaltigen,Entwicklung Definition nachhaltiges,nachhaltig*
text5932,318,318,nachhaltigen Entwicklung Definition,nachhaltiges,Bauen nachhaltige Wirtschaftssysteme,nachhaltig*
text5932,320,320,Definition nachhaltiges Bauen,nachhaltige,Wirtschaftssysteme Umgang mit,nachhaltig*
text5932,337,337,Raum Energie Luft,Nachhaltigkeit,Facility Management Nachhaltigkeits,nachhaltig*
text5932,340,340,Nachhaltigkeit Facility Management,Nachhaltigkeits,und Lebenszykluskonzepte Nachhaltiges,nachhaltig*
text5932,343,343,Nachhaltigkeits und Lebenszykluskonzepte,Nachhaltiges,Facility Management Unterrichtssprache,nachhaltig*
text5932,412,412,Facility Management und,Nachhaltigkeit,bildet die Basis,nachhaltig*
text5932,555,555,Leistungen bezüglich ihrer,Nachhaltigkeit,bewerten und aktiv,nachhaltig*
text5932,562,562,zu gestalten die,Nachhaltigkeit,von Gebäuden als,nachhaltig*
text5932,586,586,zentralen Aspekt der,Nachhaltigkeit,von Gebäuden und,nachhaltig*
text5932,1142,1142,den Kriterien der,Nachhaltigkeit,beurteilen und deren,nachhaltig*
text5932,1272,1272,Holz und Glas,Nachhaltigkeit,der Bodenbeläge Cradle,nachhaltig*
text5934,8,8,Management Verständnis und,Nachhaltigkeit,Diese Information wurde,nachhaltig*
text5934,20,20,Management Verständnis und,Nachhaltigkei,tLeitu ngIrene Arnold,nachhaltig*
text5934,98,98,die Bedeutung von,Nachhaltigkeit,Konzepte Modelle Strategien,nachhaltig*
text5934,116,116,Beitrag des globalen,Nachhaltigkeitskontext,verstehen können verschiedene,nachhaltig*
text5934,191,191,und politischen Wandel,Nachhaltigkeitskontext,Leitbild Nachhaltige Entwicklung,nachhaltig*
text5934,193,193,Wandel Nachhaltigkeitskontext Leitbild,Nachhaltige,Entwicklung Strategien zur,nachhaltig*
text5934,197,197,Entwicklung Strategien zur,nachhaltigen,Entwicklung Definition nachhaltiges,nachhaltig*
text5934,200,200,nachhaltigen Entwicklung Definition,nachhaltiges,Bauen nachhaltige Wirtschaftssysteme,nachhaltig*
text5934,202,202,Definition nachhaltiges Bauen,nachhaltige,Wirtschaftssysteme Umgang mit,nachhaltig*
text5934,219,219,Raum Energie Luft,Nachhaltigkeit,Facility Management Nachhaltigkeits,nachhaltig*
text5934,222,222,Nachhaltigkeit Facility Management,Nachhaltigkeits,und Lebenszykluskonzepte Nachhaltiges,nachhaltig*
text5934,225,225,Nachhaltigkeits und Lebenszykluskonzepte,Nachhaltiges,Facility Management Unterrichtssprache,nachhaltig*
text5934,294,294,Facility Management und,Nachhaltigkeit,bildet die Basis,nachhaltig*
text5934,355,355,Management Mensch und,Nachhaltigkeit,,nachhaltig*
text5952,299,299,und deren Beitrag,nachhaltigen,Gebäuden bewerten können,nachhaltig*
text5952,524,524,als Grundlage für,Nachhaltigkeit,Grundlagen smarte Technologien,nachhaltig*
text5952,548,548,Buildings Bezug zur,Nachhaltigkeit,Smarte Technologien als,nachhaltig*
text5952,655,655,Umwelt Verständnis und,Nachhaltigkeit,Informatik Planung Bau,nachhaltig*
text5953,181,181,und deren Beitrag,nachhaltigen,Gebäuden bewerten können,nachhaltig*
text5953,405,405,als Grundlage für,Nachhaltigkeit,Grundlagen smarte Technologien,nachhaltig*
text5953,429,429,Buildings Bezug zur,Nachhaltigkeit,Smarte Technologien als,nachhaltig*
text5953,536,536,Umwelt Verständnis und,Nachhaltigkeit,Informatik Planung Bau,nachhaltig*
text5956,218,218,Reinigungsdienstleistungen kundenorientiert und,nachhaltig,planen sowie implementieren,nachhaltig*
text5959,263,263,zur Beurteilung der,Nachhaltigkeit,von Gebäuden und,nachhaltig*
text5959,380,380,Planung Bau bgge,Nachhaltigkeit,Architektur und Bautechnik,nachhaltig*
text5959,385,385,und Bautechnik Einführung,Nachhaltigkeit,Architektur und Bautechnik,nachhaltig*
text5959,403,403,Bauen Bewertung von,Nachhaltigkeit,Zertifizier ungssystemePlanungs und,nachhaltig*
text5970,205,205,und gestalten die,Vielfalt,von Hospitality Services,*vielfalt
text5971,96,96,und gestalten die,Vielfalt,von Hospitality Services,*vielfalt
text5978,105,105,Leistungen bezüglich ihrer,Nachhaltigkeit,bewerten und aktiv,nachhaltig*
text5978,112,112,zu gestalten die,Nachhaltigkeit,von Gebäuden als,nachhaltig*
text5978,136,136,zentralen Aspekt der,Nachhaltigkeit,von Gebäuden und,nachhaltig*
text5978,574,574,Management Mensch und,Nachhaltigkeit,,nachhaltig*
